"","LUNCHNUMBER","QLang1","QMA13","QMA33","QMA41_2","QMMRT28","QMMRT29","QICC25","QICC24","QCOG3","QCOG20"
"1053",730699,752,0,0,0,0,1,0,0,1,0
"1054",730919,0,0,0,0,0,0,0,1,1,0
"1055",731012,749,1,1,0,1,1,0,1,0,0
"1056",731040,750,1,1,1,0,0,1,1,1,1
"1057",731176,749,1,1,1,0,0,1,1,0,0
"1058",731278,770,0,0,0,0,0,1,0,1,0
"1059",731367,750,0,1,0,1,0,0,1,0,0
"1060",731643,749,0,0,0,0,0,0,1,0,0
"1061",731666,750,0,0,1,0,1,0,1,0,0
"1062",731860,770,1,0,1,0,1,0,1,0,0
"1063",731948,750,1,1,0,0,1,0,0,0,0
"1064",734089,752,1,0,1,0,1,1,0,0,0
"1065",734616,750,1,0,0,0,0,0,1,0,0
"1066",734695,749,1,0,0,1,0,0,1,0,0
"1067",736806,749,0,1,0,0,0,1,1,0,0
"1068",737175,749,0,0,0,1,0,1,1,0,0
"1069",737281,770,0,0,1,0,0,1,1,0,1
"1070",737377,753,1,0,1,0,0,0,1,0,0
"1071",737397,770,1,0,0,1,0,1,1,0,0
"1072",737815,749,1,1,0,0,0,0,1,0,0
"1073",737816,770,1,0,1,1,0,0,1,1,0
"1074",737927,770,0,0,0,0,0,0,0,0,0
"1075",738225,770,1,1,0,1,1,0,0,0,0
"1076",738663,0,1,1,0,1,1,0,0,0,0
"1077",738984,749,1,1,0,0,1,0,1,0,0
"1078",739161,752,0,1,0,0,0,1,0,0,0
"1079",739444,749,0,1,1,0,0,0,1,0,0
"1080",739663,765,0,0,0,0,0,0,1,0,0
"1081",739866,749,1,0,0,1,0,1,1,0,0
"1082",740490,749,1,1,0,1,1,0,1,0,0
"1083",740616,0,1,0,0,1,0,0,1,1,0
"1084",740839,750,0,0,0,1,0,0,1,1,1
"1085",741321,749,1,0,1,0,0,1,0,0,0
"1086",741495,749,1,1,1,0,0,1,1,0,0
"1087",741594,750,1,0,1,0,1,1,1,0,0
"1088",741602,749,0,0,0,0,0,1,1,0,0
"1089",741631,749,1,1,1,1,1,1,1,0,0
"1090",741813,765,1,0,1,0,0,0,1,0,0
"1091",741892,749,1,1,1,0,1,1,1,0,0
"1092",741952,753,1,1,0,1,0,1,1,1,0
"1093",741990,767,0,0,0,0,0,0,0,0,0
"1094",742194,749,0,0,0,0,0,1,1,0,0
"1095",742206,749,1,0,0,0,1,1,0,0,0
"1096",742320,749,1,1,1,0,0,0,1,0,0
"1097",742594,0,0,0,0,0,1,0,0,0,0
"1098",742754,749,0,1,0,0,0,1,1,0,0
"1099",743315,749,0,0,0,0,0,0,0,0,0
"1100",743325,754,1,1,0,0,1,1,0,0,0
"1101",743330,770,1,0,0,0,1,0,1,0,0
"1102",743340,761,1,0,1,0,0,0,1,0,0
"1103",743344,765,0,1,1,1,0,0,1,0,0
"1104",743349,0,1,1,0,0,1,0,0,1,0
"1105",743478,756,0,0,1,0,0,0,0,1,1
"1106",743529,749,1,1,1,0,0,1,1,0,0
"1107",743594,0,1,0,0,0,0,0,1,0,0
"1108",743621,750,1,1,1,0,0,0,1,1,1
"1109",743635,0,0,0,0,1,0,0,0,0,0
"1110",743649,770,1,1,0,0,0,0,1,0,0
"1111",743684,750,1,0,1,1,0,1,1,0,1
"1112",743822,759,0,0,0,0,0,0,0,0,0
"1113",743943,749,0,1,0,0,0,0,1,0,0
"1114",744157,750,0,0,0,0,0,1,1,0,0
"1115",744179,764,1,1,1,1,1,0,1,0,0
"1116",744199,770,1,1,0,0,0,0,1,0,0
"1117",744219,749,1,0,1,1,1,0,1,0,0
"1118",744490,750,0,1,1,0,1,0,0,0,1
"1119",745002,760,0,0,0,0,0,0,1,0,0
"1120",745024,749,1,1,0,0,1,1,1,0,0
"1121",745078,752,1,1,1,1,1,0,1,0,0
"1122",745175,759,0,0,0,0,0,1,1,0,0
"1123",745222,758,0,1,0,0,0,0,0,0,0
"1124",745243,749,1,0,0,0,0,1,1,0,0
"1125",745277,749,1,0,0,0,1,0,1,0,0
"1126",745700,752,1,1,0,1,0,0,1,0,0
"1127",745773,749,1,0,1,1,0,0,0,0,0
"1128",746180,750,1,0,0,0,0,1,1,0,1
"1129",746318,750,0,1,0,1,1,0,0,1,1
"1130",746377,749,1,1,1,1,0,0,1,0,1
"1131",746441,749,0,1,0,1,1,0,1,0,0
"1132",746442,749,0,1,1,0,1,1,1,0,0
"1133",746476,770,1,0,0,1,1,0,1,0,1
"1134",746672,749,0,0,0,0,0,1,0,0,0
"1135",746734,761,1,0,1,1,1,1,1,0,0
"1136",746735,0,0,0,1,0,1,0,0,1,0
"1137",746786,749,0,1,1,0,1,0,1,0,0
"1138",747078,770,0,0,0,0,1,1,0,0,0
"1139",747798,750,1,1,0,0,0,0,0,1,0
"1140",747858,749,0,0,1,0,0,1,0,1,1
"1141",748171,749,0,1,0,0,1,0,0,0,0
"1142",749311,770,1,1,1,0,0,0,1,0,0
"1143",749493,749,1,1,1,0,0,1,1,0,0
"1144",753120,759,0,0,1,1,1,0,1,0,0
"1145",753490,750,1,1,1,0,1,1,1,1,1
"1146",753499,750,0,1,1,1,1,0,1,0,0
"1147",753548,770,0,0,0,1,1,1,1,0,0
"1148",753763,749,0,1,1,0,0,0,1,0,0
"1149",753871,750,0,0,0,0,1,0,0,0,0
"1150",753945,750,1,0,1,0,0,0,0,0,1
"1151",754096,0,0,0,1,0,0,0,0,0,0
"1152",754097,749,0,0,0,0,0,0,0,0,0
"1153",754859,761,1,1,1,1,0,0,1,0,0
"1154",754875,749,1,1,1,0,0,1,1,0,1
"1155",754985,749,0,1,1,0,1,1,1,0,0
"1156",755414,750,1,0,1,0,0,1,1,0,0
"1157",755426,749,1,1,1,0,0,0,1,0,0
"1158",755998,749,1,1,1,0,0,1,1,0,0
"1159",756268,750,1,0,0,1,1,0,0,1,1
"1160",757118,750,1,0,1,0,1,0,1,1,0
"1161",757359,0,1,0,0,0,0,0,0,0,0
"1162",757732,758,0,1,0,1,1,0,1,0,0
"1163",757734,0,1,0,1,0,0,1,1,0,0
"1164",757889,749,0,0,1,0,1,1,0,0,0
"1165",757993,749,1,0,0,1,1,1,1,0,0
"1166",757994,749,1,1,0,0,1,0,1,0,0
"1167",758017,750,1,1,1,1,0,0,1,1,1
"1168",758026,749,0,1,0,0,0,1,1,0,0
"1169",758201,750,1,1,1,0,1,1,1,1,0
"1170",758258,749,1,0,0,0,1,0,1,0,0
"1171",758336,749,0,1,1,1,1,0,0,0,0
"1172",758482,749,0,1,1,0,0,0,1,0,0
"1173",758518,750,0,1,0,0,0,1,1,0,0
"1174",758685,749,0,1,1,0,0,1,1,0,0
"1175",758865,749,1,1,1,1,1,1,0,0,1
"1176",759028,749,0,1,1,0,0,1,1,0,0
"1177",759110,750,0,0,1,0,1,0,1,1,0
"1178",759167,749,1,1,1,0,1,1,1,0,0
"1179",759215,0,0,1,1,0,1,0,0,1,0
"1180",759269,765,1,0,1,0,0,0,0,0,0
"1181",759403,0,0,0,0,0,0,0,0,0,0
"1182",760114,749,0,1,1,0,0,1,1,1,1
"1183",760312,754,0,0,0,1,0,1,1,0,0
"1184",760453,765,1,0,1,0,0,1,0,0,0
"1185",760453,765,0,1,0,0,0,1,0,0,0
"1186",760833,749,1,0,0,0,1,0,0,0,0
"1187",760834,749,1,0,0,0,0,0,1,1,0
"1188",761171,770,0,0,0,1,1,1,0,0,0
"1189",761336,749,0,0,0,0,0,0,0,0,0
"1190",761372,765,1,1,0,0,1,0,0,0,0
"1191",762181,749,0,0,0,0,0,0,0,0,0
"1192",762602,0,0,0,0,0,0,1,1,0,0
"1193",762605,750,1,1,0,1,0,1,0,0,0
"1194",762929,767,0,0,0,0,0,0,0,1,0
"1195",763687,749,1,1,1,1,0,1,1,0,0
"1196",763960,749,1,1,1,1,1,1,1,0,0
"1197",764038,759,0,0,1,1,1,0,0,0,0
"1198",764938,762,1,0,0,0,1,1,1,0,0
"1199",767015,749,1,0,1,0,0,0,1,0,0
"1200",767017,749,1,1,0,1,1,0,1,0,0
"1201",767130,749,1,0,0,0,0,1,1,0,0
"1202",768757,749,1,1,0,0,0,1,1,0,0
"1203",769137,749,1,0,1,0,0,1,0,0,0
"1204",769405,0,1,0,0,1,1,0,1,0,0
"1205",770929,749,1,1,0,0,1,0,1,0,0
"1206",771377,749,0,0,1,0,0,0,1,0,0
"1207",771484,0,0,1,1,0,1,0,1,0,0
"1208",771785,0,1,0,0,0,1,0,0,0,0
"1209",771827,749,1,0,1,1,1,0,0,0,0
"1210",771859,749,0,0,0,1,1,0,1,0,0
"1211",773172,765,0,0,0,1,0,0,1,0,0
"1212",773621,750,1,0,0,0,0,0,0,1,0
"1213",773911,759,1,0,1,1,0,1,0,0,0
"1214",774440,749,1,1,0,0,1,0,1,0,0
"1215",774999,752,0,0,0,0,0,0,1,0,0
"1216",775043,750,0,1,1,0,0,0,1,0,0
"1217",775897,749,1,1,0,0,0,1,1,0,0
"1218",776176,770,1,1,1,1,1,0,0,0,0
"1219",776192,749,1,0,1,1,0,0,0,0,0
"1220",776374,770,1,1,0,0,1,0,1,0,0
"1221",776657,749,1,0,0,0,0,0,0,0,0
"1222",776839,750,1,0,0,0,0,1,0,0,0
"1223",776958,749,0,0,1,0,0,0,0,0,1
"1224",777145,759,0,0,0,0,1,1,0,0,0
"1225",777154,749,0,1,0,0,1,0,1,0,0
"1226",777273,749,1,1,0,0,0,0,1,0,0
"1227",777432,749,1,1,1,1,1,1,1,0,0
"1228",777676,749,1,0,1,0,0,1,0,0,0
"1229",777683,749,1,0,0,1,1,1,1,0,0
"1230",777728,749,0,1,1,0,1,1,1,0,0
"1231",777932,749,0,0,1,0,1,0,1,0,0
"1232",778011,750,1,1,1,1,0,1,0,1,0
"1233",778055,749,1,0,1,0,0,1,1,0,1
"1234",778067,750,1,1,0,1,0,0,0,0,0
"1235",778169,749,1,1,1,1,1,1,1,0,0
"1236",778411,0,1,1,0,0,1,1,1,0,0
"1237",778448,750,1,0,1,0,1,0,1,1,0
"1238",778694,764,0,0,1,0,0,0,0,0,0
"1239",778740,749,1,1,1,1,1,1,1,0,0
"1240",778905,749,1,0,0,0,0,0,1,0,0
"1241",778960,749,1,1,0,0,1,1,0,0,0
"1242",779038,749,0,1,0,0,1,1,1,0,0
"1243",779415,749,1,1,1,0,1,0,1,1,0
"1244",779533,749,0,0,0,0,0,0,0,0,0
"1245",779627,750,0,1,1,1,0,1,1,0,0
"1246",779629,750,1,1,1,0,1,1,1,1,0
"1247",780103,749,1,0,0,0,1,1,1,0,0
"1248",780426,749,1,1,1,0,0,1,1,0,0
"1249",780785,759,1,0,1,1,0,0,1,0,0
"1250",781089,749,1,0,1,0,0,0,1,0,0
"1251",781205,749,1,0,0,1,1,0,0,0,0
"1252",781425,749,1,1,1,0,0,1,1,0,0
"1253",781677,750,0,0,1,0,0,1,1,1,0
"1254",781724,765,0,0,0,0,0,1,0,0,0
"1255",782205,749,0,1,1,0,0,0,1,0,0
"1256",783386,749,1,0,1,0,0,0,0,1,0
"1257",783427,770,1,1,0,1,0,0,0,0,0
"1258",784024,749,0,0,0,0,0,0,0,0,0
"1259",784712,750,0,1,1,1,1,0,1,0,0
"1260",784760,750,1,1,0,1,0,0,1,0,0
"1261",785269,0,1,1,0,0,0,0,0,0,0
"1262",785999,749,1,1,1,1,1,0,1,0,0
"1263",786472,0,0,1,0,0,1,1,0,1,0
"1264",788637,765,0,0,0,0,0,0,1,0,0
"1265",788641,770,0,0,0,0,0,1,1,0,0
"1266",788704,749,0,1,0,1,1,1,1,0,0
"1267",789275,750,0,0,0,0,0,1,1,1,0
"1268",790126,750,1,1,0,1,1,0,1,0,0
"1269",790214,0,1,0,0,0,0,0,0,0,0
"1270",791522,770,1,0,1,1,1,0,0,0,0
"1271",791871,749,1,1,0,1,0,1,1,0,0
"1272",792306,0,0,0,1,0,0,1,0,1,1
"1273",792310,758,0,1,0,0,0,1,1,0,0
"1274",792424,749,1,1,1,0,0,1,0,0,0
"1275",792685,0,0,0,0,0,0,0,0,0,0
"1276",794366,749,1,1,0,0,0,1,1,0,0
"1277",794638,749,1,1,1,1,0,0,1,0,0
"1278",794647,749,1,0,1,1,0,1,1,0,0
"1279",794730,749,0,0,0,0,1,1,1,0,0
"1280",794749,749,1,0,1,0,0,0,1,0,0
"1281",794762,749,1,1,1,1,1,1,1,0,0
"1282",794767,749,1,0,1,1,0,1,1,1,0
"1283",794773,749,0,1,1,0,0,0,1,0,0
"1284",794777,749,1,0,1,0,1,0,1,0,0
"1285",794780,749,0,0,0,1,1,1,1,0,0
"1286",794795,770,1,0,0,0,0,0,0,1,0
"1287",794807,749,1,1,1,1,0,0,1,0,0
"1288",794832,770,0,0,0,0,0,0,0,0,0
"1289",794848,749,0,0,1,0,0,1,1,0,0
"1290",794884,749,0,1,1,1,0,1,0,0,0
"1291",794885,749,1,0,0,1,1,0,1,1,1
"1292",794887,749,1,0,0,0,1,0,1,0,0
"1293",794890,749,1,0,1,0,0,1,1,0,0
"1294",794893,749,0,1,1,1,1,0,1,0,0
"1295",794894,749,1,1,0,0,1,1,1,0,0
"1296",794895,770,1,1,1,1,1,0,1,0,0
"1297",794898,750,1,1,1,1,0,0,0,0,0
"1298",794900,749,1,0,1,0,0,1,1,0,0
"1299",794903,750,1,0,0,0,0,1,0,0,0
"1300",794907,749,1,0,1,1,1,1,1,0,0
"1301",794910,770,0,1,1,0,0,1,1,0,0
"1302",794912,750,1,0,0,0,0,0,0,0,1
"1303",794952,770,1,0,0,0,1,0,1,0,0
"1304",794974,749,0,1,0,0,0,1,1,0,0
"1305",794991,749,0,0,1,1,1,1,1,0,0
"1306",795018,770,0,1,1,0,1,1,1,0,0
"1307",795047,0,0,0,1,0,0,1,0,0,0
"1308",795093,749,1,1,0,0,1,0,1,1,0
"1309",795094,749,1,1,1,0,1,0,1,0,0
"1310",795116,749,1,1,0,0,0,0,0,0,0
"1311",795123,749,1,1,0,0,0,0,0,0,0
"1312",795125,749,1,1,1,0,1,0,0,0,0
"1313",795127,763,0,0,0,1,1,1,1,0,0
"1314",795389,0,1,1,0,0,0,0,1,1,0
"1315",796173,749,1,1,0,0,0,0,0,0,0
"1316",797257,749,1,0,1,1,1,1,0,0,0
"1317",797627,749,0,1,0,0,0,1,0,0,0
"1318",797665,750,0,1,0,0,1,1,1,0,0
"1319",797674,749,1,1,1,0,0,0,0,0,0
"1320",797748,749,1,0,0,0,0,0,0,0,0
"1321",797763,749,1,0,0,0,0,1,1,0,0
"1322",3182000,750,1,0,0,1,1,0,1,1,0
"1323",6889323,750,1,1,1,0,0,0,1,1,0
"1324",7263667,749,0,1,1,0,1,0,1,0,0
"1325",7436114,765,1,0,0,0,0,0,1,0,0
"1326",66280210,0,0,0,0,0,0,1,1,0,0
"1327",0,749,1,1,0,0,1,1,1,0,0
